Name,Category,Ingredients,Cooking Time (min),Instructions
Recipe 725,Vegan,"Sugar, Fish, Eggs, Potato, Chocolate, Carrot",33,Step 1: Prepare Sugar. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 726,Drinks,"Butter, Mushroom, Potato, Chocolate, Cheese, Rice",70,Step 1: Prepare Butter. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 727,Lunch,"Chicken, Sugar, Mushroom, Pasta",84,Step 1: Prepare Chicken. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 728,Dinner,"Pasta, Garlic, Tomato",64,Step 1: Prepare Pasta. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 729,Dinner,"Sugar, Chocolate, Fish, Mushroom, Pork, Eggs, Milk",42,Step 1: Prepare Sugar. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 730,Lunch,"Milk, Garlic, Spinach, Sugar, Carrot",51,Step 1: Prepare Milk. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 731,Dessert,"Flour, Spinach, Chicken, Eggs, Mushroom",24,Step 1: Prepare Flour. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 732,Vegetarian,"Sugar, Fish, Mushroom, Chicken, Milk, Chocolate, Pasta",88,Step 1: Prepare Sugar. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 733,Vegetarian,"Beef, Milk, Potato, Pasta, Spinach, Sugar, Mushroom",37,Step 1: Prepare Beef. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 734,Breakfast,"Butter, Cheese, Mushroom, Eggs, Sugar",32,Step 1: Prepare Butter. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 735,Breakfast,"Milk, Flour, Sugar",87,Step 1: Prepare Milk. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 736,Drinks,"Fish, Eggs, Carrot, Chicken, Mushroom, Cheese",50,Step 1: Prepare Fish. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 737,Snacks,"Chicken, Butter, Potato",77,Step 1: Prepare Chicken. Step 2: Add Butter. Step 3: Cook and serve.
Recipe 738,Vegan,"Flour, Pasta, Carrot, Milk, Fish, Butter",79,Step 1: Prepare Flour. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 739,Dinner,"Flour, Pasta, Carrot, Pork, Fish, Spinach, Milk",49,Step 1: Prepare Flour. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 740,Snacks,"Sugar, Rice, Flour, Chicken, Potato",71,Step 1: Prepare Sugar. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 741,Lunch,"Spinach, Pasta, Tomato, Pork, Onion",46,Step 1: Prepare Spinach. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 742,Vegetarian,"Pasta, Beef, Butter",15,Step 1: Prepare Pasta. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 743,Lunch,"Milk, Garlic, Mushroom, Flour, Rice",58,Step 1: Prepare Milk. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 744,Snacks,"Milk, Fish, Pasta, Carrot",53,Step 1: Prepare Milk. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 745,Breakfast,"Pasta, Onion, Chocolate, Tomato, Flour, Cheese",82,Step 1: Prepare Pasta. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 746,Dessert,"Garlic, Pork, Sugar, Chocolate, Tomato, Flour, Eggs",54,Step 1: Prepare Garlic. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 747,Gluten-Free,"Garlic, Chocolate, Onion",21,Step 1: Prepare Garlic. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 748,Drinks,"Pasta, Fish, Flour, Cheese, Onion, Spinach, Eggs",55,Step 1: Prepare Pasta. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 749,Vegan,"Mushroom, Fish, Chocolate",62,Step 1: Prepare Mushroom. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 750,Vegetarian,"Chicken, Mushroom, Chocolate, Sugar, Beef, Milk",69,Step 1: Prepare Chicken. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 751,Vegetarian,"Eggs, Pork, Spinach, Pasta, Garlic, Cheese",72,Step 1: Prepare Eggs. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 752,Vegan,"Carrot, Beef, Eggs, Fish, Chocolate",45,Step 1: Prepare Carrot. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 753,Vegan,"Milk, Cheese, Beef, Spinach",57,Step 1: Prepare Milk. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 754,Drinks,"Fish, Tomato, Flour, Onion, Mushroom",26,Step 1: Prepare Fish. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 755,Drinks,"Spinach, Butter, Sugar",81,Step 1: Prepare Spinach. Step 2: Add Butter. Step 3: Cook and serve.
Recipe 756,Drinks,"Fish, Spinach, Cheese, Pork, Sugar",74,Step 1: Prepare Fish. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 757,Vegetarian,"Sugar, Spinach, Chicken, Carrot, Potato, Onion",80,Step 1: Prepare Sugar. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 758,Drinks,"Butter, Mushroom, Tomato, Potato",78,Step 1: Prepare Butter. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 759,Snacks,"Mushroom, Carrot, Cheese, Potato, Rice, Pasta",37,Step 1: Prepare Mushroom. Step 2: Add Carrot. Step 3: Cook and serve.
Recipe 760,Drinks,"Chicken, Fish, Cheese, Milk, Beef",13,Step 1: Prepare Chicken. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 761,Drinks,"Chocolate, Chicken, Spinach, Garlic, Pasta, Milk",61,Step 1: Prepare Chocolate. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 762,Gluten-Free,"Onion, Chicken, Garlic, Mushroom",71,Step 1: Prepare Onion. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 763,Snacks,"Milk, Sugar, Mushroom",47,Step 1: Prepare Milk. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 764,Dessert,"Carrot, Mushroom, Onion, Flour",84,Step 1: Prepare Carrot. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 765,Breakfast,"Chocolate, Chicken, Eggs, Carrot",38,Step 1: Prepare Chocolate. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 766,Snacks,"Chocolate, Onion, Milk",52,Step 1: Prepare Chocolate. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 767,Snacks,"Carrot, Mushroom, Pasta, Rice, Pork, Fish, Sugar",38,Step 1: Prepare Carrot. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 768,Drinks,"Mushroom, Chicken, Pork, Cheese, Flour",19,Step 1: Prepare Mushroom. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 769,Snacks,"Sugar, Tomato, Cheese, Pasta, Milk, Chicken",46,Step 1: Prepare Sugar. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 770,Dessert,"Onion, Eggs, Pork",26,Step 1: Prepare Onion. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 771,Snacks,"Chicken, Fish, Flour, Pasta, Rice, Sugar, Potato",90,Step 1: Prepare Chicken. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 772,Dinner,"Pork, Rice, Mushroom, Pasta, Cheese, Milk, Beef",21,Step 1: Prepare Pork. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 773,Dessert,"Beef, Eggs, Carrot, Sugar, Butter",23,Step 1: Prepare Beef. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 774,Vegan,"Beef, Carrot, Sugar, Tomato, Garlic, Chocolate",77,Step 1: Prepare Beef. Step 2: Add Carrot. Step 3: Cook and serve.
Recipe 775,Snacks,"Onion, Rice, Cheese, Garlic, Tomato",88,Step 1: Prepare Onion. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 776,Lunch,"Spinach, Milk, Sugar",85,Step 1: Prepare Spinach. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 777,Dinner,"Sugar, Rice, Pasta, Spinach, Tomato, Eggs",59,Step 1: Prepare Sugar. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 778,Lunch,"Chicken, Cheese, Pasta, Potato, Butter",11,Step 1: Prepare Chicken. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 779,Breakfast,"Potato, Tomato, Eggs, Pork, Rice, Pasta, Fish",26,Step 1: Prepare Potato. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 780,Vegetarian,"Chicken, Cheese, Tomato, Butter, Garlic, Flour, Milk",58,Step 1: Prepare Chicken. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 781,Drinks,"Milk, Fish, Mushroom, Eggs, Rice, Potato, Carrot",78,Step 1: Prepare Milk. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 782,Vegan,"Tomato, Sugar, Spinach",71,Step 1: Prepare Tomato. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 783,Lunch,"Flour, Chocolate, Butter",43,Step 1: Prepare Flour. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 784,Vegetarian,"Onion, Pasta, Beef, Sugar, Pork, Chocolate, Chicken",84,Step 1: Prepare Onion. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 785,Drinks,"Flour, Mushroom, Potato, Chocolate, Milk",63,Step 1: Prepare Flour. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 786,Drinks,"Pasta, Cheese, Chicken, Garlic, Onion",13,Step 1: Prepare Pasta. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 787,Dessert,"Flour, Rice, Onion, Sugar",27,Step 1: Prepare Flour. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 788,Drinks,"Milk, Pasta, Onion",90,Step 1: Prepare Milk. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 789,Snacks,"Spinach, Tomato, Sugar, Onion, Carrot, Beef, Potato",25,Step 1: Prepare Spinach. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 790,Vegetarian,"Chicken, Rice, Carrot, Flour",30,Step 1: Prepare Chicken. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 791,Vegan,"Garlic, Eggs, Cheese",52,Step 1: Prepare Garlic. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 792,Breakfast,"Mushroom, Milk, Pasta",74,Step 1: Prepare Mushroom. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 793,Vegan,"Spinach, Fish, Tomato, Onion, Milk, Cheese, Pork",38,Step 1: Prepare Spinach. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 794,Vegan,"Potato, Cheese, Flour, Pasta, Fish, Sugar",10,Step 1: Prepare Potato. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 795,Drinks,"Pasta, Eggs, Chocolate, Milk, Garlic, Potato, Pork",63,Step 1: Prepare Pasta. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 796,Dessert,"Pasta, Cheese, Butter, Flour, Milk",24,Step 1: Prepare Pasta. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 797,Drinks,"Flour, Chicken, Garlic, Onion",38,Step 1: Prepare Flour. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 798,Dessert,"Sugar, Eggs, Onion, Milk, Pork, Pasta, Tomato",40,Step 1: Prepare Sugar. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 799,Drinks,"Milk, Carrot, Onion, Cheese, Flour, Fish",67,Step 1: Prepare Milk. Step 2: Add Carrot. Step 3: Cook and serve.
Recipe 800,Vegan,"Rice, Potato, Eggs, Sugar, Pork",37,Step 1: Prepare Rice. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 801,Gluten-Free,"Potato, Chicken, Beef",68,Step 1: Prepare Potato. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 802,Gluten-Free,"Rice, Garlic, Spinach, Tomato, Carrot",39,Step 1: Prepare Rice. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 803,Gluten-Free,"Onion, Pork, Pasta",60,Step 1: Prepare Onion. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 804,Breakfast,"Carrot, Milk, Beef, Chocolate, Mushroom, Flour, Tomato",76,Step 1: Prepare Carrot. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 805,Dessert,"Beef, Rice, Spinach, Fish, Eggs",31,Step 1: Prepare Beef. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 806,Vegan,"Mushroom, Beef, Spinach, Potato",73,Step 1: Prepare Mushroom. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 807,Breakfast,"Eggs, Rice, Cheese, Butter",54,Step 1: Prepare Eggs. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 808,Vegetarian,"Chicken, Fish, Garlic, Tomato, Eggs, Cheese, Beef",10,Step 1: Prepare Chicken. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 809,Dessert,"Potato, Chocolate, Eggs, Fish, Cheese",66,Step 1: Prepare Potato. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 810,Gluten-Free,"Cheese, Spinach, Garlic, Chicken",77,Step 1: Prepare Cheese. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 811,Snacks,"Beef, Potato, Sugar",61,Step 1: Prepare Beef. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 812,Snacks,"Potato, Beef, Rice, Cheese, Pasta",32,Step 1: Prepare Potato. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 813,Snacks,"Pasta, Chocolate, Mushroom, Onion",22,Step 1: Prepare Pasta. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 814,Breakfast,"Cheese, Rice, Flour",11,Step 1: Prepare Cheese. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 815,Dessert,"Tomato, Spinach, Cheese, Chocolate",28,Step 1: Prepare Tomato. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 816,Vegetarian,"Potato, Flour, Tomato",16,Step 1: Prepare Potato. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 817,Vegan,"Beef, Mushroom, Butter",14,Step 1: Prepare Beef. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 818,Breakfast,"Cheese, Rice, Fish, Butter, Pasta",14,Step 1: Prepare Cheese. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 819,Dinner,"Pork, Sugar, Mushroom, Onion, Butter",81,Step 1: Prepare Pork. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 820,Vegan,"Pasta, Garlic, Carrot, Butter",51,Step 1: Prepare Pasta. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 821,Drinks,"Cheese, Onion, Pork, Chocolate",16,Step 1: Prepare Cheese. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 822,Vegetarian,"Onion, Garlic, Chocolate, Potato, Carrot, Chicken, Sugar",53,Step 1: Prepare Onion. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 823,Breakfast,"Spinach, Milk, Fish, Chocolate, Garlic, Mushroom, Pork",85,Step 1: Prepare Spinach. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 824,Snacks,"Carrot, Mushroom, Butter, Eggs",45,Step 1: Prepare Carrot. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 825,Breakfast,"Potato, Fish, Cheese, Beef, Mushroom",49,Step 1: Prepare Potato. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 826,Dessert,"Pasta, Pork, Milk, Eggs",38,Step 1: Prepare Pasta. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 827,Dinner,"Pasta, Milk, Flour, Butter, Cheese, Onion",20,Step 1: Prepare Pasta. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 828,Vegetarian,"Rice, Potato, Mushroom, Chicken, Onion, Cheese, Flour",41,Step 1: Prepare Rice. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 829,Gluten-Free,"Pasta, Milk, Fish",77,Step 1: Prepare Pasta. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 830,Drinks,"Potato, Chicken, Chocolate, Onion, Carrot, Beef, Eggs",51,Step 1: Prepare Potato. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 831,Vegetarian,"Spinach, Potato, Fish, Eggs, Sugar, Mushroom, Pork",12,Step 1: Prepare Spinach. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 832,Snacks,"Onion, Beef, Sugar, Garlic, Potato, Pasta",86,Step 1: Prepare Onion. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 833,Snacks,"Pasta, Chicken, Chocolate, Eggs, Cheese",46,Step 1: Prepare Pasta. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 834,Vegan,"Flour, Rice, Beef, Pasta, Garlic",31,Step 1: Prepare Flour. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 835,Vegetarian,"Cheese, Milk, Flour, Mushroom, Tomato, Fish",88,Step 1: Prepare Cheese. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 836,Snacks,"Carrot, Garlic, Cheese",24,Step 1: Prepare Carrot. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 837,Dessert,"Cheese, Pork, Eggs, Chocolate, Beef, Tomato",75,Step 1: Prepare Cheese. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 838,Dinner,"Butter, Chicken, Onion, Rice, Cheese, Milk",19,Step 1: Prepare Butter. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 839,Gluten-Free,"Garlic, Butter, Pork, Carrot",17,Step 1: Prepare Garlic. Step 2: Add Butter. Step 3: Cook and serve.
Recipe 840,Vegan,"Cheese, Pork, Tomato, Beef, Spinach, Milk",29,Step 1: Prepare Cheese. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 841,Snacks,"Butter, Chicken, Pasta, Tomato",38,Step 1: Prepare Butter. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 842,Breakfast,"Rice, Pasta, Chicken, Mushroom, Milk, Flour",36,Step 1: Prepare Rice. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 843,Dinner,"Rice, Mushroom, Pasta, Beef, Spinach, Onion, Fish",56,Step 1: Prepare Rice. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 844,Dessert,"Potato, Tomato, Chicken",88,Step 1: Prepare Potato. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 845,Lunch,"Carrot, Potato, Chocolate, Pork",88,Step 1: Prepare Carrot. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 846,Lunch,"Spinach, Sugar, Milk, Pork, Mushroom",75,Step 1: Prepare Spinach. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 847,Breakfast,"Mushroom, Milk, Tomato, Garlic, Pasta",39,Step 1: Prepare Mushroom. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 848,Gluten-Free,"Fish, Flour, Mushroom, Carrot, Garlic, Spinach",81,Step 1: Prepare Fish. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 849,Vegan,"Mushroom, Rice, Tomato, Eggs",46,Step 1: Prepare Mushroom. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 850,Dessert,"Sugar, Flour, Beef, Rice, Tomato, Carrot, Pasta",51,Step 1: Prepare Sugar. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 851,Vegan,"Sugar, Chicken, Beef, Pork, Mushroom, Garlic, Eggs",42,Step 1: Prepare Sugar. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 852,Drinks,"Mushroom, Pork, Flour, Chocolate, Rice",44,Step 1: Prepare Mushroom. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 853,Dinner,"Pasta, Fish, Mushroom",68,Step 1: Prepare Pasta. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 854,Drinks,"Tomato, Potato, Beef, Eggs, Carrot, Fish",64,Step 1: Prepare Tomato. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 855,Gluten-Free,"Milk, Beef, Potato, Onion, Cheese, Pasta, Mushroom",60,Step 1: Prepare Milk. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 856,Snacks,"Potato, Rice, Eggs, Fish, Mushroom",31,Step 1: Prepare Potato. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 857,Vegan,"Mushroom, Cheese, Fish, Onion",62,Step 1: Prepare Mushroom. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 858,Dessert,"Chicken, Fish, Eggs, Milk, Flour, Beef, Rice",60,Step 1: Prepare Chicken. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 859,Lunch,"Cheese, Chocolate, Pork",62,Step 1: Prepare Cheese. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 860,Gluten-Free,"Chocolate, Fish, Eggs",67,Step 1: Prepare Chocolate. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 861,Dessert,"Onion, Flour, Fish, Beef",61,Step 1: Prepare Onion. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 862,Dessert,"Chocolate, Potato, Beef, Chicken, Pork, Sugar, Rice",13,Step 1: Prepare Chocolate. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 863,Gluten-Free,"Garlic, Rice, Flour",42,Step 1: Prepare Garlic. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 864,Lunch,"Sugar, Beef, Carrot",65,Step 1: Prepare Sugar. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 865,Gluten-Free,"Flour, Mushroom, Sugar, Rice, Carrot, Onion, Potato",66,Step 1: Prepare Flour. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 866,Breakfast,"Chocolate, Cheese, Potato, Pork",49,Step 1: Prepare Chocolate. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 867,Drinks,"Rice, Mushroom, Potato, Sugar",70,Step 1: Prepare Rice. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 868,Gluten-Free,"Potato, Fish, Sugar",31,Step 1: Prepare Potato. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 869,Dessert,"Garlic, Rice, Spinach, Sugar",45,Step 1: Prepare Garlic. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 870,Snacks,"Butter, Onion, Mushroom, Spinach, Tomato, Chocolate",54,Step 1: Prepare Butter. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 871,Gluten-Free,"Rice, Chicken, Pork, Milk, Cheese, Butter, Fish",32,Step 1: Prepare Rice. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 872,Breakfast,"Pasta, Flour, Rice, Onion, Fish, Mushroom, Chocolate",31,Step 1: Prepare Pasta. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 873,Dessert,"Chocolate, Fish, Beef",79,Step 1: Prepare Chocolate. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 874,Snacks,"Milk, Garlic, Fish",84,Step 1: Prepare Milk. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 875,Vegan,"Eggs, Spinach, Carrot, Garlic, Rice",76,Step 1: Prepare Eggs. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 876,Vegan,"Potato, Eggs, Chicken, Pork, Butter, Beef, Garlic",72,Step 1: Prepare Potato. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 877,Breakfast,"Carrot, Pasta, Beef, Flour, Garlic",59,Step 1: Prepare Carrot. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 878,Gluten-Free,"Rice, Fish, Onion, Potato, Beef",46,Step 1: Prepare Rice. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 879,Lunch,"Mushroom, Garlic, Onion, Pork, Potato",43,Step 1: Prepare Mushroom. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 880,Vegetarian,"Pasta, Beef, Mushroom, Flour, Chicken",40,Step 1: Prepare Pasta. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 881,Drinks,"Cheese, Pork, Spinach, Onion, Flour, Potato, Sugar",18,Step 1: Prepare Cheese. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 882,Breakfast,"Eggs, Butter, Pork, Flour, Cheese, Milk",88,Step 1: Prepare Eggs. Step 2: Add Butter. Step 3: Cook and serve.
Recipe 883,Breakfast,"Eggs, Milk, Pasta, Potato",63,Step 1: Prepare Eggs. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 884,Dinner,"Potato, Mushroom, Milk, Rice",63,Step 1: Prepare Potato. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 885,Dessert,"Beef, Flour, Butter, Carrot, Rice",35,Step 1: Prepare Beef. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 886,Snacks,"Garlic, Chocolate, Carrot, Pork, Butter",70,Step 1: Prepare Garlic. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 887,Drinks,"Potato, Sugar, Flour, Fish, Pork, Eggs",40,Step 1: Prepare Potato. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 888,Lunch,"Pasta, Chicken, Chocolate, Eggs",19,Step 1: Prepare Pasta. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 889,Dinner,"Pork, Potato, Chicken, Milk, Flour, Pasta, Sugar",75,Step 1: Prepare Pork. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 890,Gluten-Free,"Mushroom, Butter, Pasta, Flour, Chocolate",26,Step 1: Prepare Mushroom. Step 2: Add Butter. Step 3: Cook and serve.
Recipe 891,Snacks,"Potato, Cheese, Milk, Spinach, Butter, Carrot",28,Step 1: Prepare Potato. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 892,Breakfast,"Sugar, Eggs, Fish, Tomato, Carrot, Mushroom, Beef",13,Step 1: Prepare Sugar. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 893,Breakfast,"Sugar, Milk, Mushroom, Rice, Pork",55,Step 1: Prepare Sugar. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 894,Gluten-Free,"Flour, Garlic, Sugar, Mushroom, Spinach, Carrot",17,Step 1: Prepare Flour. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 895,Vegetarian,"Mushroom, Chicken, Sugar",14,Step 1: Prepare Mushroom. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 896,Vegan,"Eggs, Potato, Butter",26,Step 1: Prepare Eggs. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 897,Gluten-Free,"Eggs, Sugar, Mushroom, Flour",82,Step 1: Prepare Eggs. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 898,Dinner,"Fish, Milk, Potato, Carrot, Pasta, Butter",45,Step 1: Prepare Fish. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 899,Dinner,"Mushroom, Potato, Tomato, Flour, Cheese, Fish",39,Step 1: Prepare Mushroom. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 900,Dessert,"Mushroom, Beef, Rice, Eggs",46,Step 1: Prepare Mushroom. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 901,Snacks,"Tomato, Eggs, Beef, Pork, Onion, Pasta, Carrot",70,Step 1: Prepare Tomato. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 902,Dinner,"Beef, Potato, Pasta, Pork, Carrot, Garlic",78,Step 1: Prepare Beef. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 903,Dessert,"Pasta, Sugar, Eggs, Tomato, Spinach",28,Step 1: Prepare Pasta. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 904,Lunch,"Carrot, Flour, Butter, Pork, Beef",51,Step 1: Prepare Carrot. Step 2: Add Flour. Step 3: Cook and serve.
